insertId,labels.build_step,labels.build_tags,logName,receiveLocation,receiveTimestamp,resource.labels.build_id,resource.labels.build_trigger_id,resource.labels.project_id,resource.type,severity,textPayload,timestamp
"'4abf3146-7dae-47d5-a12d-42b8344f9751-579","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": Opting in: always enabled","'2025-09-21T15:57:46.062449402Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-578","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": ======== Output: google.utils.label-image@0.0.2 ========","'2025-09-21T15:57:46.062448875Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-577","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": Opting out: GOOGLE_ENTRYPOINT not set, no valid entrypoint in app.yaml and Procfile not found","'2025-09-21T15:57:46.062448120Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-576","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": ======== Output: google.config.entrypoint@0.9.0 ========","'2025-09-21T15:57:46.062447451Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-575","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": Opting out: neither package.json nor any .js files found","'2025-09-21T15:57:46.062446744Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-574","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": ======== Output: google.nodejs.runtime@1.0.0 ========","'2025-09-21T15:57:46.062446177Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-573","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": pass: google.utils.label-image@0.0.2","'2025-09-21T15:57:46.062445617Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-572","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": skip: google.config.entrypoint@0.9.0","'2025-09-21T15:57:46.062444855Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-571","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": fail: google.nodejs.functions-framework@0.9.4","'2025-09-21T15:57:46.062443765Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-570","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": skip: google.utils.archive-source@0.0.1","'2025-09-21T15:57:46.062443297Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-569","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": fail: google.nodejs.runtime@1.0.0","'2025-09-21T15:57:46.062442768Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-568","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": ======== Results ========","'2025-09-21T15:57:46.062442348Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-567","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": Opting in: always enabled","'2025-09-21T15:57:46.062440510Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-566","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": ======== Output: google.utils.label-image@0.0.2 ========","'2025-09-21T15:57:46.062439819Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-565","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": Opting out: GOOGLE_ENTRYPOINT not set, no valid entrypoint in app.yaml and Procfile not found","'2025-09-21T15:57:46.062438320Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-564","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": ======== Output: google.config.entrypoint@0.9.0 ========","'2025-09-21T15:57:46.062436497Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-563","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": Opting out: GOOGLE_FUNCTION_TARGET not set","'2025-09-21T15:57:46.062434989Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-562","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": ======== Output: google.nodejs.functions-framework@0.9.4 ========","'2025-09-21T15:57:46.062434458Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-561","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": Opting out: Env var X_GOOGLE_TARGET_PLATFORM is not set to gcf.","'2025-09-21T15:57:46.062433907Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-560","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": ======== Output: google.utils.archive-source@0.0.1 ========","'2025-09-21T15:57:46.062432416Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-559","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": Opting out: neither package.json nor any .js files found","'2025-09-21T15:57:46.062431378Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-558","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": ======== Output: google.nodejs.runtime@1.0.0 ========","'2025-09-21T15:57:46.062430614Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-557","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": pass: google.utils.label-image@0.0.2","'2025-09-21T15:57:46.062429440Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-556","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": skip: google.config.entrypoint@0.9.0","'2025-09-21T15:57:46.062428978Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-555","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": skip: google.nodejs.functions-framework@0.9.4","'2025-09-21T15:57:46.062427875Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-554","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": fail: google.nodejs.npm@1.1.0","'2025-09-21T15:57:46.062427194Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-553","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": skip: google.utils.archive-source@0.0.1","'2025-09-21T15:57:46.062426114Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-552","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": fail: google.nodejs.runtime@1.0.0","'2025-09-21T15:57:46.062425414Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-551","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": ======== Results ========","'2025-09-21T15:57:46.062424882Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-550","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": Opting in: always enabled","'2025-09-21T15:57:46.062424584Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-549","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": ======== Output: google.utils.label-image@0.0.2 ========","'2025-09-21T15:57:46.062423548Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-548","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": Opting out: GOOGLE_ENTRYPOINT not set, no valid entrypoint in app.yaml and Procfile not found","'2025-09-21T15:57:46.062423082Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-547","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": ======== Output: google.config.entrypoint@0.9.0 ========","'2025-09-21T15:57:46.062421469Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-546","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": Opting out: GOOGLE_FUNCTION_TARGET not set","'2025-09-21T15:57:46.062420927Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-545","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": ======== Output: google.nodejs.functions-framework@0.9.4 ========","'2025-09-21T15:57:46.062420376Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-544","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": Opting out: package.json not found","'2025-09-21T15:57:46.062419869Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-543","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": ======== Output: google.nodejs.npm@1.1.0 ========","'2025-09-21T15:57:46.062419551Z"
"'4abf3146-7dae-47d5-a12d-42b8344f9751-542","'Step #2 - ""pack""","'fah,build-2025-09-21-002,bhai-app,2d81e583292fbb7ce6acc70a7e52352598d6fd96,p-fah,r-nodejs,b-nodejs_20250914_RC00,bt-PACK","'projects/bhai-app-hyderbaigg2/logs/cloudbuild",,"'2025-09-21T15:57:46.483901122Z","'4abf3146-7dae-47d5-a12d-42b8344f9751",,"'bhai-app-hyderbaigg2",build,INFO,"'Step #2 - ""pack"": Opting out: Env var X_GOOGLE_TARGET_PLATFORM is not set to gcf.","'2025-09-21T15:57:46.062419067Z"
